age,job,marital,education,default,balance,housing,loan,campaign,y
36,admin.,divorced,secondary,no,131,yes,no,1,no
35,entrepreneur,married,secondary,yes,204,yes,no,2,no
47,technician,married,secondary,no,83,yes,no,2,no
59,services,divorced,secondary,no,0,yes,yes,1,no
38,management,married,unknown,no,1759,yes,no,1,no
46,unemployed,married,secondary,no,-125,yes,no,1,no
34,blue-collar,married,secondary,no,0,no,no,1,no
38,technician,married,unknown,no,573,yes,no,1,no
56,blue-collar,married,secondary,no,1602,yes,no,1,no
41,blue-collar,single,primary,yes,-137,yes,yes,1,no
52,technician,married,unknown,no,0,no,no,1,no
54,services,married,secondary,no,193,no,no,1,no
61,retired,married,secondary,no,195,yes,yes,1,no
53,entrepreneur,married,secondary,no,288,no,no,1,no
47,technician,married,secondary,no,19,yes,no,2,no
53,blue-collar,married,primary,no,25,yes,no,3,no
46,services,married,secondary,no,216,yes,no,2,no
39,blue-collar,divorced,primary,no,190,yes,yes,2,no
56,technician,divorced,secondary,no,99,yes,no,2,no
55,services,divorced,primary,no,2298,yes,no,2,no
44,management,married,tertiary,no,17,yes,no,2,no
37,technician,married,primary,no,0,yes,no,4,no
35,blue-collar,married,primary,no,0,yes,no,2,no
55,blue-collar,married,secondary,no,840,yes,no,2,no
37,services,married,secondary,no,358,yes,no,3,no
30,technician,single,secondary,no,0,yes,no,1,no
37,blue-collar,married,primary,no,-325,yes,yes,2,no
36,technician,single,secondary,no,-15,yes,no,3,no
38,technician,married,secondary,no,581,yes,no,1,no
48,retired,married,secondary,no,74,no,yes,1,no
55,services,divorced,secondary,no,141,yes,no,2,no
28,services,divorced,secondary,no,89,no,no,2,no
54,services,married,secondary,yes,0,yes,no,3,no
30,blue-collar,married,secondary,no,450,no,no,2,no
48,technician,married,tertiary,no,310,no,no,1,no
31,self-employed,married,secondary,no,0,yes,no,5,no
38,blue-collar,married,secondary,no,384,yes,no,3,no
37,blue-collar,married,secondary,no,395,yes,no,2,no
37,services,single,unknown,no,-118,yes,no,2,no
56,blue-collar,married,primary,no,5,yes,yes,2,no
51,blue-collar,married,secondary,no,50,yes,yes,1,no
39,blue-collar,married,secondary,no,285,yes,yes,1,no
49,technician,married,unknown,no,15,no,no,2,no
51,blue-collar,married,primary,no,653,yes,yes,1,no
43,self-employed,married,secondary,no,918,yes,no,1,no
32,services,married,secondary,no,243,yes,yes,1,no
29,technician,single,tertiary,no,405,yes,no,1,no
48,management,divorced,tertiary,no,1328,yes,no,1,no
55,services,married,primary,no,255,yes,no,1,no
53,blue-collar,married,secondary,no,3397,yes,no,1,no
47,technician,married,unknown,no,2106,yes,no,1,no
39,management,married,tertiary,no,2877,yes,no,1,no
31,blue-collar,single,tertiary,no,60,yes,yes,1,no
39,blue-collar,married,primary,no,2226,yes,no,1,no
40,blue-collar,married,primary,no,2880,yes,no,2,no
40,technician,single,unknown,no,-5,yes,no,2,no
48,technician,married,secondary,no,147,no,no,3,no
33,technician,divorced,secondary,no,7,yes,yes,1,no
40,technician,married,secondary,no,109,yes,no,2,no
59,retired,married,primary,no,-119,yes,no,1,no
30,technician,married,secondary,no,484,yes,no,1,yes
31,management,single,tertiary,no,1852,yes,no,3,no
35,unemployed,married,secondary,no,533,yes,no,1,no
54,technician,divorced,secondary,no,21,yes,no,2,no
34,admin.,single,unknown,no,2434,yes,no,4,no
32,technician,married,secondary,no,90,yes,yes,2,no
32,admin.,single,tertiary,no,395,yes,no,3,no
42,blue-collar,married,primary,no,15,yes,no,1,no
33,services,married,tertiary,no,85,no,no,3,no
52,entrepreneur,married,tertiary,no,-184,yes,yes,2,no
52,services,married,secondary,no,660,no,no,2,no
52,blue-collar,divorced,primary,yes,-183,yes,no,1,no
30,unemployed,divorced,secondary,no,1144,yes,no,1,no
44,services,divorced,secondary,no,1,yes,no,4,no
35,admin.,married,secondary,no,69,yes,yes,2,no
55,management,single,secondary,no,220,yes,no,2,no
33,blue-collar,married,primary,no,332,yes,no,2,no
37,blue-collar,single,secondary,no,240,yes,no,1,no
42,technician,single,secondary,no,0,yes,no,1,no
43,unemployed,married,secondary,no,0,yes,no,2,no
38,entrepreneur,married,tertiary,no,898,yes,no,2,no
37,technician,married,secondary,no,123,yes,yes,2,no
31,student,single,secondary,no,252,yes,no,3,no
41,management,married,tertiary,no,65,yes,no,2,no
41,technician,married,secondary,no,-366,yes,yes,3,no
29,student,single,secondary,no,209,yes,no,2,no
38,admin.,single,secondary,no,221,yes,no,2,no
44,self-employed,divorced,tertiary,no,4,yes,no,3,no
39,admin.,married,secondary,no,104,yes,no,1,no
28,technician,single,secondary,no,312,yes,no,1,no
33,blue-collar,married,secondary,no,-349,yes,no,1,no
41,services,married,unknown,no,4,no,no,2,no
40,blue-collar,married,primary,no,-322,yes,yes,1,no
29,admin.,married,secondary,no,-150,yes,no,1,no
38,management,married,unknown,no,1349,yes,no,1,no
32,admin.,married,tertiary,no,281,yes,no,1,no
45,services,married,secondary,no,1259,yes,no,1,no
33,admin.,single,secondary,no,101,yes,no,1,no
34,blue-collar,married,secondary,no,848,yes,no,2,no
41,entrepreneur,married,unknown,no,89,yes,no,2,no
41,blue-collar,married,secondary,no,140,yes,no,3,no
35,admin.,single,secondary,no,148,yes,no,2,no
40,technician,single,secondary,no,200,yes,no,2,no
60,self-employed,married,primary,no,46,yes,no,4,no
47,services,divorced,secondary,no,201,yes,no,2,no
46,blue-collar,married,primary,no,530,yes,no,3,no
31,blue-collar,single,secondary,no,0,yes,no,2,no
49,self-employed,married,secondary,no,1,yes,no,3,no
29,blue-collar,married,secondary,no,43,yes,no,2,no
31,management,single,tertiary,no,-173,yes,no,2,no
38,management,married,tertiary,no,389,yes,no,1,no
37,blue-collar,married,primary,no,215,yes,yes,3,no
35,technician,married,secondary,no,-131,yes,no,2,no
31,management,single,secondary,no,783,yes,no,1,no
41,admin.,married,secondary,no,0,yes,no,3,no
46,services,married,unknown,no,80,yes,no,2,no
40,services,divorced,secondary,no,105,yes,no,2,no
29,admin.,married,secondary,no,182,yes,yes,1,no
49,admin.,married,secondary,no,82,yes,no,1,no
42,management,married,tertiary,no,0,yes,no,3,no
54,services,married,secondary,no,510,yes,no,2,no
40,management,single,tertiary,no,242,yes,no,2,no
53,admin.,married,secondary,no,244,yes,yes,2,no
49,management,married,tertiary,no,92,yes,no,2,no
40,blue-collar,married,primary,yes,0,yes,no,2,no
29,student,single,secondary,no,948,yes,no,2,no
36,blue-collar,married,primary,no,23,yes,no,2,no
37,technician,married,secondary,no,710,yes,no,3,no
39,services,married,secondary,no,1205,yes,no,2,no
36,technician,married,secondary,no,368,yes,yes,2,yes
44,entrepreneur,married,tertiary,no,1631,yes,no,2,no
40,admin.,married,secondary,no,6,yes,no,3,no
49,blue-collar,married,secondary,no,26,yes,no,2,no
30,technician,single,unknown,no,-48,yes,no,2,no
57,management,married,tertiary,no,2142,yes,no,3,no
24,services,single,secondary,no,77,yes,yes,2,no
46,blue-collar,married,unknown,no,401,yes,no,2,no
33,admin.,married,secondary,no,21,no,no,3,no
43,services,divorced,secondary,no,0,yes,no,2,no
43,admin.,single,secondary,no,-497,yes,no,2,no
40,blue-collar,divorced,primary,no,369,no,no,2,no
44,technician,single,unknown,no,78,yes,no,6,no
35,technician,single,tertiary,no,226,yes,yes,3,no
47,technician,married,secondary,no,503,yes,no,2,no
33,blue-collar,married,secondary,no,372,yes,no,2,no
31,admin.,married,secondary,no,0,yes,yes,2,no
40,blue-collar,divorced,secondary,no,0,yes,no,2,no
36,entrepreneur,married,tertiary,no,125,yes,no,3,no
56,retired,divorced,primary,no,4,yes,no,3,no
40,admin.,single,unknown,no,419,yes,no,3,no
41,admin.,divorced,secondary,no,322,yes,no,4,no
53,retired,married,secondary,no,303,yes,no,2,no
39,blue-collar,married,secondary,no,607,yes,no,2,no
44,blue-collar,divorced,secondary,no,579,yes,no,2,no
38,admin.,married,secondary,no,3047,yes,no,2,no
54,technician,divorced,secondary,no,83,yes,no,3,no
58,management,married,tertiary,no,68,yes,no,5,no
52,blue-collar,married,primary,no,58,yes,no,3,no
28,admin.,single,secondary,no,251,yes,no,2,no
36,blue-collar,married,secondary,no,688,yes,no,2,no
60,retired,married,primary,no,364,yes,no,2,no
42,services,divorced,secondary,no,55,yes,no,5,no
42,admin.,married,secondary,no,101,yes,no,3,no
44,management,married,tertiary,no,105,yes,no,2,no
51,blue-collar,divorced,primary,no,325,yes,no,2,no
49,blue-collar,married,primary,no,198,yes,no,2,no
47,entrepreneur,married,unknown,no,209,yes,no,2,no
37,blue-collar,married,secondary,no,183,yes,no,4,no
34,management,married,tertiary,no,105,yes,no,3,no
35,services,married,secondary,no,109,yes,no,3,no
35,blue-collar,single,secondary,no,376,yes,yes,3,no
40,blue-collar,married,primary,no,-7,yes,no,2,no
55,technician,married,secondary,no,0,no,no,3,no
55,retired,married,secondary,no,143,yes,no,3,no
35,management,single,tertiary,no,550,yes,no,2,no
57,blue-collar,married,primary,no,162,yes,no,2,no
53,management,married,tertiary,no,115,yes,no,3,no
41,blue-collar,married,primary,no,512,yes,no,2,no
57,blue-collar,married,unknown,no,807,yes,no,2,no
45,blue-collar,married,unknown,no,248,yes,no,5,no
43,blue-collar,married,primary,no,1211,yes,no,3,no
56,self-employed,married,unknown,no,7,no,no,2,no
31,entrepreneur,married,tertiary,no,281,yes,no,2,no
37,blue-collar,single,secondary,no,88,yes,no,2,no
30,management,married,tertiary,no,32,yes,no,3,no
30,admin.,single,secondary,no,115,yes,no,3,no
54,blue-collar,married,secondary,no,254,yes,no,2,no
36,management,married,tertiary,no,144,yes,no,2,no
55,unemployed,married,tertiary,no,383,no,no,3,no
37,admin.,single,secondary,no,569,yes,yes,2,no
38,housemaid,married,secondary,no,0,yes,no,3,no
37,technician,married,secondary,no,-421,yes,no,5,no
33,blue-collar,divorced,secondary,no,60,no,no,3,no
44,blue-collar,married,primary,no,67,yes,no,2,no
57,technician,married,secondary,no,402,yes,no,3,no
30,self-employed,single,tertiary,no,800,no,no,2,no
42,technician,married,tertiary,no,239,yes,yes,3,no
51,blue-collar,divorced,secondary,no,421,yes,no,2,no
44,admin.,divorced,secondary,no,161,yes,no,2,no
46,technician,married,secondary,yes,289,no,no,3,no
29,student,single,secondary,no,110,yes,no,3,no
39,blue-collar,married,primary,no,245,yes,no,3,no
42,services,married,secondary,no,0,yes,no,3,no
50,blue-collar,married,primary,no,156,yes,no,3,no
42,technician,single,secondary,no,0,yes,no,4,no
39,admin.,married,secondary,no,20,yes,no,2,no
55,technician,single,tertiary,no,92,yes,no,3,no
46,services,married,secondary,no,89,yes,no,2,no
42,blue-collar,married,secondary,no,166,yes,no,3,no
45,management,married,tertiary,no,103,yes,no,4,no
43,blue-collar,married,primary,no,-454,yes,no,2,no
42,admin.,married,secondary,no,445,yes,no,2,no
47,blue-collar,married,secondary,no,1001,yes,no,4,no
51,services,divorced,secondary,no,-69,yes,no,3,no
38,technician,single,secondary,no,42,yes,no,2,no
57,technician,married,unknown,no,1617,yes,no,2,no
42,management,divorced,tertiary,no,221,yes,no,2,no
32,technician,divorced,secondary,no,210,yes,yes,2,no
46,management,married,tertiary,no,0,no,no,2,no
29,student,single,tertiary,no,185,yes,no,3,no
59,retired,married,secondary,no,836,yes,no,1,no
32,blue-collar,single,secondary,no,301,yes,no,2,no
44,blue-collar,married,primary,no,503,yes,no,2,no
40,retired,married,primary,no,407,yes,no,1,no
31,blue-collar,single,secondary,no,53,yes,no,1,no
46,self-employed,married,tertiary,no,2303,yes,no,1,no
43,management,married,tertiary,no,144,yes,no,3,no
34,services,married,secondary,no,205,yes,no,1,no
39,management,married,tertiary,no,305,yes,no,6,no
30,blue-collar,divorced,secondary,no,251,yes,yes,2,no
56,retired,married,secondary,no,0,yes,no,4,no
29,technician,married,secondary,no,8,no,no,1,no
40,blue-collar,divorced,secondary,no,139,yes,no,1,no
36,services,married,secondary,no,184,yes,no,3,no
37,blue-collar,single,secondary,no,238,yes,no,2,no
35,admin.,married,secondary,no,0,no,no,1,no
35,blue-collar,married,primary,yes,0,yes,no,1,no
47,services,married,primary,no,222,yes,no,1,no
31,services,married,secondary,no,414,yes,no,1,no
56,retired,single,primary,no,223,yes,no,1,no
57,technician,married,secondary,no,197,no,no,1,no
36,blue-collar,married,secondary,no,-251,yes,no,1,no
45,self-employed,divorced,secondary,no,-139,yes,no,3,no
47,blue-collar,married,unknown,no,733,yes,no,1,no
29,technician,single,tertiary,no,0,yes,no,2,no
57,services,married,secondary,no,1,no,no,1,no
45,blue-collar,married,primary,no,97,yes,no,3,no
31,blue-collar,single,primary,no,435,yes,no,2,no
31,management,divorced,tertiary,no,0,yes,no,3,no
37,technician,single,tertiary,no,147,no,no,2,no
30,technician,single,tertiary,no,3,yes,no,1,no
58,services,divorced,secondary,no,1109,yes,yes,1,no
33,services,married,secondary,no,404,yes,no,1,no
39,blue-collar,married,primary,no,981,yes,no,1,no
33,blue-collar,single,primary,no,95,yes,no,1,no
34,services,married,secondary,no,302,yes,no,1,no
36,services,divorced,secondary,no,-290,yes,yes,1,no
37,services,single,secondary,no,259,yes,no,1,no
35,blue-collar,married,secondary,no,527,yes,yes,1,no
55,retired,married,secondary,no,102,yes,no,1,no
34,management,single,tertiary,no,872,yes,no,2,no
40,management,divorced,tertiary,no,490,yes,no,2,no
42,blue-collar,single,primary,no,19,yes,no,1,no
37,blue-collar,married,secondary,no,16,yes,no,1,no
42,management,married,tertiary,no,386,yes,no,1,no
35,technician,single,secondary,no,539,yes,no,1,no
44,technician,divorced,secondary,no,-329,yes,no,1,no
30,services,single,secondary,no,-174,yes,no,1,no
45,entrepreneur,married,secondary,no,68,yes,no,1,no
35,blue-collar,single,unknown,yes,-532,yes,no,1,no
36,admin.,divorced,secondary,no,0,yes,no,2,no
49,blue-collar,married,secondary,no,64,yes,no,3,no
31,blue-collar,single,secondary,no,1415,yes,no,1,no
31,technician,single,secondary,no,147,yes,no,1,no
39,blue-collar,married,secondary,no,72,yes,no,6,no
37,services,single,secondary,no,-196,yes,no,1,no
33,blue-collar,married,primary,no,716,yes,no,3,no
37,management,married,tertiary,no,0,yes,no,1,no
42,services,married,secondary,no,-246,yes,no,1,no
56,blue-collar,married,secondary,no,-203,yes,no,1,no
37,admin.,single,secondary,no,245,yes,yes,2,yes
36,services,single,secondary,no,342,yes,no,1,no
29,technician,single,tertiary,no,3,yes,no,1,no
54,management,married,tertiary,yes,-248,yes,yes,1,no
38,blue-collar,married,secondary,no,376,yes,no,1,no
43,blue-collar,divorced,secondary,no,370,yes,no,1,no
47,admin.,single,secondary,no,594,yes,no,1,no
47,blue-collar,married,secondary,no,387,yes,no,2,no
38,services,married,secondary,no,208,yes,no,1,no
40,blue-collar,married,secondary,no,563,yes,no,1,no
33,services,divorced,secondary,no,392,yes,yes,1,no
33,retired,married,secondary,no,165,no,no,1,no
53,admin.,divorced,unknown,no,236,yes,no,1,no
37,services,married,primary,no,52,yes,no,1,no
40,management,single,tertiary,no,1265,yes,no,1,no
37,blue-collar,married,primary,no,693,yes,no,3,no
35,technician,married,secondary,no,118,yes,no,1,no
26,blue-collar,single,secondary,no,24,yes,no,1,no
38,management,single,tertiary,no,673,yes,no,1,no
52,self-employed,married,secondary,no,273,no,no,1,no
33,services,divorced,secondary,no,327,yes,no,1,no
31,admin.,single,secondary,no,299,yes,no,2,no
32,blue-collar,married,secondary,no,0,yes,no,1,no
35,blue-collar,single,primary,no,109,yes,no,2,no
55,management,divorced,tertiary,no,552,no,no,2,no
32,blue-collar,divorced,primary,no,473,yes,no,2,no
37,unknown,single,unknown,no,414,yes,no,1,no
45,blue-collar,married,secondary,no,154,yes,no,1,yes
31,technician,married,secondary,no,344,yes,no,1,no
38,admin.,married,secondary,no,8,yes,no,1,no
37,services,married,secondary,no,78,yes,no,2,no
38,blue-collar,married,secondary,no,266,yes,no,1,no
33,housemaid,married,tertiary,no,98,yes,yes,1,no
38,blue-collar,married,primary,no,83,yes,no,2,no
37,management,single,tertiary,yes,45,yes,no,1,no
29,unemployed,married,tertiary,no,8,yes,no,1,no
42,management,married,tertiary,no,263,yes,no,1,no
40,blue-collar,married,secondary,no,306,yes,no,2,no
32,management,married,tertiary,no,233,yes,no,1,no
47,management,divorced,tertiary,no,447,no,yes,1,no
29,student,single,secondary,no,872,yes,no,1,no
53,services,divorced,primary,no,-291,yes,yes,1,yes
31,services,married,tertiary,no,309,yes,yes,1,no
59,blue-collar,married,secondary,no,202,yes,no,1,no
29,entrepreneur,married,primary,no,56,yes,yes,1,no
59,blue-collar,married,primary,no,229,yes,yes,1,no
44,blue-collar,married,primary,no,143,yes,no,1,no
38,admin.,single,secondary,no,100,yes,no,1,yes
49,admin.,married,secondary,no,326,yes,no,2,no
43,blue-collar,married,secondary,no,167,yes,no,1,no
52,admin.,single,secondary,no,545,yes,no,1,no
40,admin.,married,secondary,no,2100,yes,yes,2,no
32,services,married,secondary,no,0,yes,yes,2,no
47,admin.,married,primary,no,192,yes,no,1,no
33,management,married,tertiary,no,442,yes,no,1,no
35,management,married,tertiary,no,267,yes,no,1,no
50,blue-collar,married,primary,no,377,yes,no,1,no
43,self-employed,married,primary,no,66,yes,no,5,no
51,blue-collar,married,unknown,no,37,yes,no,6,no
32,admin.,single,secondary,no,64,yes,no,2,no
47,management,divorced,tertiary,no,34,yes,no,1,no
34,admin.,divorced,secondary,no,627,yes,no,2,no
57,self-employed,married,primary,no,1013,yes,no,1,no
43,admin.,single,secondary,no,140,yes,no,1,no
28,blue-collar,single,secondary,no,97,yes,no,1,no
38,blue-collar,married,unknown,no,5,yes,no,2,no
37,unemployed,divorced,secondary,no,74,yes,no,1,no
41,technician,married,secondary,no,169,yes,no,2,no
37,self-employed,married,tertiary,no,444,yes,no,2,no
30,services,single,tertiary,no,542,yes,no,2,no
32,blue-collar,married,secondary,no,-205,yes,no,1,no
30,management,single,tertiary,no,112,yes,no,1,no
35,services,married,secondary,no,39,no,no,1,no
55,blue-collar,married,secondary,no,1268,yes,no,2,no
52,blue-collar,married,secondary,no,-98,yes,no,1,no
33,admin.,married,secondary,no,44,yes,yes,1,no
55,retired,married,primary,no,-90,yes,yes,2,no
33,blue-collar,married,secondary,no,0,no,no,1,no
40,blue-collar,married,secondary,yes,-94,yes,yes,1,no
39,blue-collar,married,secondary,yes,-345,yes,no,1,no
54,blue-collar,married,secondary,no,-932,yes,no,1,no
39,blue-collar,married,primary,no,20,yes,no,1,no
49,blue-collar,married,secondary,no,90,yes,no,1,no
52,admin.,married,secondary,no,31,yes,no,1,no
